srcIP,dstIP,protocol,sPort,dPort
971,612,17,53,22
932,125,17,68,80
984,421,6,20,25
124,682,6,53,53
54,499,6,22,21
950,60,17,23,23
826,613,17,53,20
977,814,6,53,21
194,896,17,53,25
812,17,6,20,21
20,466,17,53,20
230,927,6,68,80
412,496,1,53,23
878,877,6,53,80
618,967,1,53,23
237,367,89,22,79
185,879,17,25,25
844,644,17,53,80
452,913,6,68,79
607,669,6,79,22
346,2,17,21,22
377,394,6,53,79
522,299,1,53,20
966,912,6,22,80
792,626,6,53,53
639,375,17,68,80
375,788,6,22,20
537,631,6,23,21
32,400,1,53,20
693,49,17,25,23
60,849,6,80,25
792,609,1,53,20
113,296,6,79,80
609,766,6,23,53
420,229,6,25,53
469,961,17,22,21
490,930,17,53,80
792,971,6,22,53
81,833,6,22,79
966,691,6,79,21
577,89,6,22,25
251,96,6,22,68
856,430,6,21,25
632,518,17,20,53
610,346,17,80,79
659,445,17,21,80
859,130,1,79,25
729,23,6,20,21
744,145,17,80,53
765,109,6,21,21
200,183,17,21,25
308,615,17,25,25
306,201,17,80,23
893,280,17,53,79
790,43,6,21,80
982,914,17,22,21
402,711,6,20,53
690,525,17,23,53
760,678,89,79,80
598,778,17,23,53
856,843,6,22,80
339,280,6,23,53
182,236,17,20,25
874,406,6,68,20
34,59,17,23,25
710,628,89,80,53
344,931,17,53,22
295,614,6,79,20
331,471,6,23,20
310,203,6,22,53
870,370,17,20,80
705,256,17,21,53
860,872,6,68,53
911,422,1,53,20
978,803,17,80,80
113,946,17,80,22
438,286,1,80,21
624,415,6,80,21
156,952,6,68,20
270,726,6,21,25
799,520,6,21,20
311,390,1,53,22
904,680,17,80,21
221,281,6,23,79
375,294,1,80,21
204,470,17,53,25
189,953,17,20,23
463,642,89,53,22
141,350,6,25,21
211,188,17,23,25
463,451,6,80,21
883,255,17,80,79
138,375,17,80,53
490,312,1,23,53
617,287,17,21,20
707,511,6,25,23
856,932,6,21,53
130,791,6,53,21
254,333,17,53,25
465,734,6,53,53
544,868,17,68,68
543,888,17,53,53
32,480,6,80,25
693,987,17,53,53
627,441,89,53,53
630,692,17,22,22
958,780,6,53,20
822,530,6,21,21
966,390,6,80,20
158,853,6,53,20
197,19,6,22,20
419,953,6,22,23
62,49,17,23,79
343,965,17,25,53
123,413,6,21,68
748,340,6,25,53
797,876,6,22,80
628,746,1,80,20
777,565,17,80,25
91,640,17,53,80
226,286,17,53,21
657,720,17,53,80
756,403,89,22,53
570,865,17,22,80
726,325,6,53,53
387,872,17,22,80
727,711,6,22,68
733,542,17,21,80
844,677,17,80,80
377,387,6,20,80
320,231,6,80,80
986,982,17,20,25
422,662,6,53,20
404,991,6,53,80
286,251,17,53,22
157,507,6,25,23
356,138,6,68,23
802,888,6,22,21
307,621,17,22,53
423,524,17,80,53
714,154,6,21,21
609,301,17,80,80
82,195,6,53,53
898,218,6,23,22
288,88,6,79,80
5,503,17,20,53
681,676,17,22,80
93,751,17,53,53
431,488,6,53,22
459,248,17,22,22
871,397,17,21,53
963,275,6,80,23
370,604,6,80,53
878,406,17,25,21
451,133,17,79,53
546,617,6,21,23
784,700,89,68,22
358,701,17,80,80
648,26,89,68,53
291,19,6,68,25
286,537,6,25,80
265,44,6,22,53
493,249,6,20,68
380,491,17,68,25
301,5,6,25,80
9,267,6,53,80
415,172,6,80,23
854,163,6,21,80
639,58,17,80,23
359,294,17,21,80
739,368,17,80,53
467,596,89,53,23
526,521,17,68,80
677,794,1,25,80
897,448,6,22,22
418,867,17,80,53
928,290,6,53,53
958,257,6,80,80
684,363,6,23,80
178,710,6,79,80
350,596,1,25,68
329,461,6,23,80
309,696,6,79,20
89,800,17,20,80
895,178,17,25,53
926,170,17,22,53
875,477,6,25,80
430,333,17,68,80
957,936,6,20,79
553,552,17,53,20
535,355,17,53,68
10,38,17,53,22
886,982,17,53,25
299,146,17,25,23
924,313,6,68,20
683,117,17,53,25
587,610,17,25,23
468,500,1,20,53
626,797,1,20,53
313,847,17,21,22
243,774,6,23,20
585,808,89,20,79
171,883,17,21,68
437,210,6,25,23
95,316,6,79,80
619,20,17,22,25
587,985,17,53,53
824,280,17,53,80
445,621,6,20,21
34,746,6,80,20
901,920,6,25,53
588,354,17,53,21
493,140,17,25,68
255,879,17,25,20
799,456,17,80,21
490,763,17,25,21
956,577,17,53,68
472,729,1,20,53
676,208,17,53,25
106,379,1,25,80
526,308,17,68,68
836,62,17,80,53
701,974,6,79,23
565,114,89,21,53
303,910,17,80,68
289,126,1,80,79
775,429,6,25,53
87,861,1,22,23
737,635,6,79,25
447,951,1,25,21
454,109,6,68,23
957,155,17,22,20
37,142,17,21,25
205,705,6,21,21
908,9,6,23,22
3,318,1,23,80
255,533,17,80,80
315,172,17,80,25
128,414,17,80,53
607,6,17,20,21
532,20,6,25,53
670,867,6,23,23
553,606,17,22,79
288,296,6,25,80
998,420,17,79,23
474,184,6,53,68
732,913,6,21,68
853,280,6,53,21
654,734,6,80,25
787,267,6,53,25
428,968,1,23,20
35,166,6,68,80
199,866,6,22,53
908,994,6,21,53
910,540,17,53,53
821,254,17,68,80
652,764,6,53,21
478,469,17,25,80
239,334,17,25,53
485,750,1,79,21
517,698,89,53,68
982,656,17,20,80
624,846,17,20,22
69,664,17,53,20
710,145,6,23,25
467,731,6,22,53
803,954,6,79,22
244,750,1,20,53
856,707,17,20,20
950,300,6,25,53
459,916,6,25,23
57,680,6,20,68
330,708,6,22,80
946,109,1,25,21
627,182,1,79,20
986,815,6,20,23
280,627,6,68,20
268,399,6,25,23
764,283,6,53,25
438,941,17,53,22
315,233,17,25,53
254,23,1,80,23
789,554,6,21,53
797,45,6,21,80
186,236,17,25,53
942,226,17,68,21
741,958,6,21,25
932,639,1,25,80
641,408,1,23,21
234,907,17,22,22
756,854,17,23,80
722,52,6,23,53
882,224,17,21,53
691,398,6,21,20
218,515,17,68,53
566,233,6,22,80
740,519,17,53,79
800,289,17,53,22
466,479,6,21,22
436,436,17,23,53
493,995,6,22,20
551,474,17,25,22
906,192,17,23,25
569,96,6,79,79
50,948,17,20,20
83,835,6,22,22
97,99,6,68,21
883,375,1,25,53
304,657,17,80,23
819,750,6,79,68
475,661,6,53,25
595,516,6,21,53
619,250,6,80,22
58,791,17,20,21
892,686,6,80,22
777,520,6,25,20
179,645,17,22,20
871,741,17,79,53
673,310,6,80,53
891,620,6,22,22
761,661,6,21,68
337,869,17,53,80
973,385,6,23,25
270,539,17,80,53
662,892,6,22,20
527,504,17,80,20
171,543,6,21,53
52,495,17,80,79
272,916,6,53,53
884,184,17,20,23
679,67,6,80,22
356,427,89,53,22
696,920,89,21,68
878,860,17,25,80
984,294,6,80,21
17,235,17,22,53
459,69,6,21,53
839,172,17,80,68
279,303,1,25,53
537,171,6,80,53
479,181,89,22,23
111,676,6,53,20
180,495,17,25,53
523,372,6,68,80
638,486,6,20,80
459,703,17,23,80
314,991,17,20,79
385,371,6,20,21
310,496,6,22,80
215,928,6,20,21
205,87,17,80,25
680,776,6,23,25
240,733,89,53,80
840,904,1,68,80
653,37,17,21,80
461,367,6,21,20
366,11,17,68,22
149,134,17,53,68
19,789,17,79,25
360,60,6,53,80
862,594,6,25,53
166,672,17,21,23
952,23,17,21,53
54,39,17,23,20
124,813,1,25,53
2,299,17,53,21
382,210,17,68,23
223,806,6,80,21
429,211,6,25,23
628,831,6,53,23
284,890,17,53,21
206,936,6,25,25
304,907,17,79,53
636,364,17,23,80
469,680,17,21,22
760,295,6,20,22
188,175,17,22,53
984,84,17,25,22
565,240,17,25,53
939,296,17,23,53
396,94,1,23,21
643,339,17,21,53
924,417,17,53,79
956,601,1,80,25
16,763,17,80,53
43,187,17,68,68
791,281,17,20,25
176,541,6,25,53
709,519,17,23,53
405,834,6,79,23
928,841,1,20,80
102,10,17,53,53
635,486,1,53,53
734,924,17,22,53
507,856,6,21,22
485,309,17,21,80
668,391,1,23,53
805,150,6,21,53
654,527,6,25,80
716,629,17,80,53
240,760,6,23,20
811,364,6,20,53
889,757,6,80,23
855,481,6,22,80
934,21,17,22,79
431,212,17,53,80
835,69,6,23,22
715,635,6,25,80
24,860,89,80,21
646,859,6,21,21
728,697,17,53,23
828,323,17,79,80
304,134,6,22,22
775,41,6,20,79
709,437,17,68,53
356,513,6,80,80
670,213,17,20,53
341,762,6,53,23
724,469,6,53,80
89,84,17,53,80
373,863,6,79,53
312,317,89,20,23
744,451,17,79,23
812,856,89,80,53
237,934,6,68,25
39,381,6,20,53
350,651,17,53,25
290,390,6,53,23
562,892,1,21,21
717,126,17,21,68
637,487,6,80,23
263,526,17,80,53
942,18,1,20,53
501,337,6,25,23
528,513,17,53,25
21,525,6,80,80
33,683,17,53,20
673,6,1,53,20
854,836,17,53,53
341,147,17,80,23
74,16,17,21,25
283,32,17,22,80
738,88,6,21,80
48,191,17,21,53
443,923,6,80,23
419,826,6,53,23
549,302,17,53,20
890,776,1,53,23
185,894,1,25,80
253,666,17,53,53
958,608,6,79,80
17,363,6,25,80
712,455,6,20,25
696,868,17,23,53
166,73,6,23,80
310,252,1,21,23
529,573,6,25,79
729,816,6,68,80
542,774,6,80,68
807,229,17,20,25
928,262,17,23,23
761,735,1,80,53
897,26,17,22,25
954,775,89,80,80
892,204,17,53,80
551,235,6,53,53
203,746,17,80,25
559,848,6,22,23
368,715,1,25,80
349,181,6,25,79
717,68,6,25,20
753,65,17,25,80
753,504,17,80,20
3,58,17,21,80
970,148,89,68,80
599,689,89,22,20
1000,398,17,20,25
235,736,17,80,25
984,471,6,23,80
609,398,17,23,23
25,611,6,53,53
1000,767,6,53,79
855,277,1,22,80
875,740,6,25,22
207,20,17,53,80
847,176,6,80,68
737,153,17,68,79
879,972,17,22,53
486,227,6,21,80
707,665,6,80,25
134,618,6,22,22
918,65,6,53,79
626,757,89,22,53
548,820,6,23,68
725,638,1,80,25
107,914,17,22,80
1825,798,17,21,80
874,801,17,53,53
578,903,6,80,20
330,920,17,22,53
509,497,6,80,80
484,435,6,20,25
169,70,6,23,25
20,807,6,25,25
668,201,17,53,53
928,452,17,23,53
697,408,17,80,79
896,160,17,25,53
286,772,6,80,21
878,900,17,25,21
14,166,17,21,22
241,338,17,22,20
66,445,1,53,25
321,36,1,25,80
754,752,17,20,80
601,60,1,23,68
63,720,6,80,22
259,637,17,21,80
174,262,1,25,23
219,651,17,25,53
773,485,17,22,20
153,522,89,80,80
171,645,89,21,21
758,491,6,80,21
699,185,6,20,53
112,775,6,53,22
41,268,6,53,79
207,754,89,22,20
69,69,6,25,53
996,941,6,20,25
529,484,6,20,68
285,440,17,20,22
768,955,6,22,21
864,433,6,20,79
337,705,6,23,80
225,432,17,23,80
238,37,17,53,53
335,182,6,68,80
619,308,6,21,80
968,829,89,23,53
470,288,6,53,53
941,559,17,20,25
674,237,17,53,53
740,267,6,20,68
773,868,17,80,68
730,515,1,23,25
246,49,17,68,20
891,266,6,20,20
596,17,17,25,25
88,17,6,80,68
992,188,1,23,53
43,746,17,53,22
666,736,17,53,20
936,865,6,23,80
623,480,6,80,21
618,769,6,68,21
770,297,1,53,79
192,518,6,22,22
318,288,6,25,25
985,757,89,80,53
625,171,89,53,68
118,868,6,22,21
614,675,6,80,25
244,684,17,21,25
517,703,6,80,25
408,142,6,25,80
293,770,17,25,68
589,157,17,23,80
849,499,17,25,23
89,343,17,80,53
477,311,17,25,80
147,834,17,53,79
509,433,6,80,68
632,827,6,23,80
704,839,6,22,53
937,792,6,80,23
642,819,6,21,80
166,684,6,22,80
567,124,6,22,53
153,321,17,53,22
935,41,6,80,53
402,12,6,22,25
687,109,17,53,22
591,498,6,68,25
578,682,17,25,21
162,269,17,80,80
225,734,6,20,80
655,108,1,23,23
709,523,17,68,80
559,422,6,53,80
172,247,17,21,53
914,472,6,21,79
799,631,6,21,20
342,270,17,25,22
363,664,89,53,53
978,301,17,53,80
652,476,17,53,53
337,247,89,80,80
680,737,1,22,53
759,193,6,23,53
18,763,17,68,80
493,971,6,79,22
409,653,17,80,23
5,920,17,53,22
222,508,6,53,53
783,425,6,22,53
57,438,6,80,21
937,624,17,20,23
761,702,6,53,21
191,450,6,80,53
958,868,17,25,68
524,10,6,80,79
25,733,6,53,25
704,802,17,22,80
777,103,6,68,20
274,39,17,80,80
108,838,17,80,53
39,873,17,53,53
729,72,6,22,25
73,161,6,80,79
298,958,6,80,80
223,758,6,80,53
492,569,17,79,25
548,401,6,68,21
350,118,6,25,53
939,769,17,80,20
149,213,1,21,25
95,429,6,53,53
45,676,1,80,21
112,94,17,21,20
515,752,17,53,25
769,80,6,20,80
429,425,17,53,23
56,167,6,80,68
731,167,17,80,79
339,625,17,80,23
646,618,6,80,21
945,966,6,80,80
528,755,6,80,53
458,411,17,80,53
659,265,17,53,20
382,340,6,23,68
300,319,6,25,21
184,732,89,25,22
129,888,6,79,22
31,284,6,21,22
507,199,17,68,20
686,269,1,22,53
578,745,17,80,80
501,391,1,22,23
351,673,6,21,23
244,77,17,25,53
175,223,6,79,21
869,876,6,21,53
477,244,6,20,80
101,19,89,80,68
639,13,1,22,79
776,432,6,22,25
823,448,6,53,68
962,539,89,79,20
241,311,6,53,25
894,81,6,79,53
218,117,17,80,25
221,438,6,53,79
44,903,6,53,21
292,413,17,80,68
961,279,6,80,20
972,228,6,80,23
648,861,6,20,80
844,144,17,68,23
645,517,6,68,25
951,245,6,80,25
106,291,17,80,53
80,853,6,80,25
574,521,6,25,20
508,511,17,68,53
330,481,17,68,22
208,343,1,25,80
329,343,17,25,53
421,36,17,20,79
511,267,6,68,25
479,840,6,79,21
412,216,1,20,53
425,233,6,20,23
141,488,6,80,25
870,622,17,20,53
383,398,6,68,53
670,191,6,22,53
611,625,6,23,80
498,919,17,79,80
716,526,17,20,53
349,778,1,68,53
967,278,6,22,20
257,582,6,22,53
538,394,17,21,53
242,403,17,53,23
651,223,17,80,53
314,90,6,25,21
831,895,6,80,53
743,802,17,53,53
273,473,17,21,80
438,181,6,21,21
999,125,6,21,53
109,530,6,22,80
407,777,6,80,80
409,653,17,79,20
773,907,17,20,20
56,537,6,20,22
831,610,17,23,79
249,105,17,22,53
916,363,6,21,79
989,155,6,53,25
295,498,6,23,25
926,398,17,20,53
131,933,17,23,79
378,717,17,23,23
289,518,6,23,20
424,4,6,22,23
836,626,17,25,21
474,248,6,25,79
26,490,6,80,53
510,867,6,80,23
393,112,6,20,80
521,972,1,21,23
918,116,17,21,80
879,368,17,80,22
785,550,1,80,22
65,93,17,53,80
420,284,17,22,22
277,621,6,53,21
250,550,6,53,53
855,43,17,21,21
195,938,17,79,23
760,908,17,53,80
168,437,6,53,80
948,103,6,22,53
482,21,6,80,25
148,667,17,23,80
829,695,1,22,21
385,906,6,53,23
994,407,1,25,22
94,236,1,53,22
849,682,17,25,80
598,478,17,25,25
935,855,17,23,20
297,166,6,21,20
774,575,6,53,53
991,274,6,20,80
979,437,6,22,53
184,340,1,23,80
445,185,1,21,53
859,263,1,53,20
699,523,6,25,20
991,750,6,23,79
925,339,17,25,20
468,458,17,22,80
808,317,17,23,22
56,428,6,80,80
457,313,1,22,22
185,452,6,80,22
415,577,6,22,20
824,591,6,21,80
186,95,6,23,21
114,843,6,25,22
978,360,1,22,80
840,393,17,53,80
105,60,17,53,22
202,184,17,80,25
330,625,17,80,80
596,178,6,80,80
825,291,6,80,23
943,493,6,21,22
202,493,17,79,25
256,51,17,80,53
180,243,17,53,80
353,188,1,25,25
164,299,17,20,80
417,278,6,22,80
582,592,6,53,80
895,593,17,21,53
704,919,6,80,53
252,956,6,25,53
211,585,6,23,80
258,2,6,20,23
234,673,17,80,21
341,431,89,80,21
593,339,89,79,25
459,894,1,53,21
772,973,6,68,23
195,796,6,22,21
591,165,6,25,21
368,990,6,22,80
307,5,89,25,80
150,400,17,20,79
380,579,17,22,22
139,837,17,23,53
269,338,17,20,53
138,300,1,21,80
324,241,17,53,22
817,899,17,20,22
182,289,6,80,20
332,802,1,68,80
841,768,89,22,53
352,318,6,21,68
634,815,17,80,22
995,72,6,68,53
714,839,17,20,79
308,136,17,79,25
786,954,17,79,53
573,25,6,20,80
120,954,6,20,23
684,537,17,80,80
550,279,17,80,20
661,358,6,80,80
533,880,6,79,53
789,283,6,80,20
849,455,17,21,22
794,878,17,23,23
363,124,17,25,53
459,934,1,53,21
128,761,6,79,53
612,512,1,20,80
787,850,17,20,53
678,488,6,20,25
660,145,17,80,53
575,198,1,80,22
767,709,6,21,25
681,738,6,80,80
839,593,6,80,23
918,920,1,80,80
354,780,17,80,23
5,385,17,21,53
558,663,1,21,20
84,453,17,80,25
14,100,17,68,53
379,183,17,23,25
113,655,6,21,21
37,819,6,80,80
439,238,6,25,21
989,1000,17,20,25
921,183,1,22,80
91,254,6,20,25
432,868,17,53,23
59,193,1,80,53
295,714,17,21,21
976,26,6,80,20
619,605,17,23,68
595,787,6,53,80
820,777,17,80,80
169,343,17,23,80
981,29,1,21,21
307,551,6,20,20
889,133,17,53,53
954,150,1,20,20
465,240,6,25,25
526,44,6,25,23
955,318,1,53,23
734,906,6,68,68
909,747,17,80,22
831,504,17,20,20
334,146,6,80,80
399,828,17,22,21
226,33,89,22,25
485,368,17,20,53
723,80,6,21,22
510,729,17,53,21
171,598,6,20,22
821,916,6,25,68
682,465,17,80,22
939,361,6,53,21
944,638,6,22,79
279,669,17,53,79
770,81,6,53,80
520,831,89,53,20
154,257,17,79,53
346,403,17,25,53
257,964,17,22,53
772,119,89,21,23
772,989,17,80,23
307,64,6,25,21
783,76,1,53,53
412,412,17,79,20
680,705,6,21,53
631,279,6,80,20
467,777,6,25,21
428,560,17,80,20
763,407,1,80,23
236,147,6,80,79
764,785,6,80,25
421,432,6,53,53
935,527,6,22,21
876,947,6,53,22
823,499,6,23,23
759,252,6,23,25
476,168,6,25,80
826,334,17,68,53
37,953,6,80,21
622,625,6,53,53
206,693,6,80,80
328,610,6,22,22
857,840,17,53,53
158,581,17,53,68
614,442,17,53,79
622,494,6,80,22
619,604,17,80,20
618,51,17,80,53
40,317,6,22,53
387,761,1,23,80
132,968,6,25,53
560,654,17,23,20
974,261,6,21,20
405,642,17,79,22
627,490,17,21,80
3,990,17,22,21
751,573,17,53,80
858,295,17,53,21
125,425,17,23,80
442,73,6,20,20
221,649,6,79,80
701,136,6,53,25
413,112,17,80,80
286,857,17,22,21
880,448,6,20,80
402,66,6,20,23
237,740,17,20,80
415,893,6,53,23
311,629,17,53,79
342,870,6,53,23
956,703,6,53,53
588,166,17,22,23
645,260,17,53,21
625,250,6,20,21
124,132,6,25,21
200,471,6,23,22
939,265,6,80,80
967,802,17,80,20
849,949,17,22,53
131,802,6,53,25
301,406,6,80,20
215,740,6,23,53
400,755,17,80,21
186,349,6,20,53
243,959,17,80,22
848,966,17,53,23
106,230,6,21,53
160,628,6,80,25
638,693,6,80,80
160,474,6,23,53
544,586,17,21,80
924,343,6,20,53
670,611,17,79,53
116,592,6,80,22
493,380,17,21,21
916,769,6,80,68
679,577,17,22,25
100,22,17,80,23
753,24,89,20,21
858,836,1,22,53
498,141,89,53,20
921,889,6,20,80
284,988,6,53,25
146,791,17,20,25
153,637,17,21,53
884,642,6,80,25
402,82,6,53,53
630,59,6,68,68
651,508,6,21,22
888,563,17,22,22
643,294,6,20,21
631,382,6,22,80
999,114,17,22,80
909,240,17,79,25
195,980,6,80,25
625,998,1,68,79
471,773,17,23,22
240,177,17,23,20
343,976,1,25,22
407,421,6,53,23
423,852,6,80,53
548,414,6,25,23
593,451,17,80,23
987,107,17,22,68
152,455,1,20,23
740,915,6,68,23
355,108,17,80,80
263,629,17,21,22
804,741,17,23,21
255,550,17,53,53
543,127,1,22,53
643,622,89,80,21
753,233,17,80,22
999,625,17,53,23
1000,891,6,80,21
733,253,6,22,53
361,165,17,53,25
241,343,1,80,53
257,492,1,80,53
24,431,6,68,53
805,149,6,53,79
281,917,6,53,20
306,185,6,25,21
477,951,6,79,20
669,759,6,68,53
81,160,1,21,22
170,958,17,25,80
658,683,17,79,79
792,44,6,53,80
8,990,17,23,80
120,458,6,53,22
443,34,17,22,25
926,491,17,80,21
930,777,6,80,80
210,901,6,53,53
251,181,6,25,21
293,311,17,22,80
895,212,6,25,68
919,748,17,80,53
900,317,1,22,53
936,845,17,25,22
967,212,6,23,23
780,571,17,21,25
667,801,89,53,53
960,255,6,23,80
738,671,17,53,23
105,556,1,23,20
635,266,6,53,53
613,224,17,23,23
695,128,17,23,68
747,99,17,25,20
479,86,89,25,79
153,395,89,22,25
970,547,6,80,53
63,326,6,80,80
493,544,1,80,80
182,754,17,80,79
297,417,6,20,53
501,922,6,80,25
709,999,6,80,80
486,235,6,25,25
694,471,17,80,23
852,928,6,53,21
741,961,6,53,80
971,841,6,25,53
749,445,6,80,25
89,306,6,23,23
509,805,6,80,79
603,683,17,21,22
223,389,6,79,23
938,183,6,53,21
690,41,17,20,68
220,2,6,25,80
177,973,6,20,68
827,476,1,21,25
812,327,6,23,22
475,920,6,79,80
146,975,17,53,80
770,901,6,80,22
882,151,17,25,80
542,861,1,68,22
148,937,6,80,68
680,168,17,25,22
146,74,17,23,22
516,432,17,80,25
334,591,17,23,53
544,512,6,22,80
893,771,17,22,25
798,866,17,68,80
937,369,6,20,80
44,308,6,21,68
929,11,6,68,23
474,235,17,53,79
417,180,6,23,80
551,467,1,53,53
553,340,1,23,53
648,851,6,25,80
46,567,6,80,80
753,42,6,53,23
799,707,6,21,80
430,767,6,68,25
468,317,6,21,53
515,44,6,53,79
584,412,17,53,79
157,567,1,22,20
273,137,1,53,80
299,1,6,53,80
103,303,6,22,25
321,854,1,80,68
71,425,6,80,22
30,773,1,23,23
518,149,6,25,21
519,455,17,21,80
770,662,6,25,80
68,633,17,53,80
160,98,6,80,80
774,551,6,25,80
886,219,6,22,53
877,903,17,22,21
647,972,1,23,25
323,906,6,53,53
893,125,6,22,25
345,655,1,53,53
541,482,17,80,53
566,212,6,68,68
994,240,1,21,22
844,550,17,53,23
408,916,17,53,25
147,366,6,79,21
912,795,6,53,21
959,933,17,23,21
851,243,17,23,21
333,954,17,80,53
338,959,17,25,22
379,286,6,80,25
547,427,6,79,20
307,845,1,20,21
502,670,6,80,80
827,933,6,80,53
47,485,17,80,80
723,746,6,53,23
124,739,17,80,53
789,549,17,25,68
24,506,89,53,25
551,815,17,53,80
913,490,17,53,80
524,753,6,53,53
640,556,17,23,53
569,333,6,80,22
639,774,89,80,53
733,291,6,80,80
459,203,1,80,80
137,333,89,53,80
533,549,17,20,23
881,365,17,80,20
122,666,17,20,80
161,776,6,80,21
251,695,1,20,53
628,181,6,25,80
819,242,6,53,68
964,754,6,79,22
320,892,6,80,23
646,683,17,80,80
37,118,6,80,20
292,968,6,53,20
99,613,6,20,68
204,224,6,53,22
353,609,17,53,23
551,807,6,21,53
768,994,17,53,23
557,896,17,80,22
690,756,17,23,80
145,397,17,53,22
143,645,6,25,23
642,679,6,21,53
711,701,17,53,22
459,987,1,23,53
287,481,1,21,53
349,406,17,80,23
456,177,17,80,21
65,810,6,68,25
830,29,17,23,22
247,360,17,23,25
665,739,17,53,80
625,336,1,80,22
496,173,6,68,25
431,861,17,25,25
211,136,6,20,23
266,903,17,20,53
387,144,6,21,22
434,708,17,25,53
510,92,17,21,80
462,995,17,68,79
885,825,17,53,53
274,205,17,23,22
522,165,1,53,80
755,714,17,22,22
34,705,6,22,23
214,744,6,80,25
249,514,6,23,80
804,178,1,22,25
505,498,6,53,53
295,833,17,80,53
918,723,17,25,21
365,757,17,68,53
737,981,6,23,80
257,749,89,20,22
815,880,1,80,80
233,503,6,25,80
399,370,17,80,80
323,806,6,80,53
232,970,17,80,23
181,970,6,53,80
125,174,6,80,80
393,112,6,53,20
18,386,6,22,80
265,441,6,53,53
616,893,6,80,21
855,133,6,20,53
831,114,6,22,53
924,407,17,53,21
710,570,6,53,22
805,62,17,53,25
976,759,17,80,23
586,66,6,79,25
292,373,6,22,68
139,969,17,53,53
311,770,6,22,53
489,354,6,21,80
350,767,6,80,23
26,704,6,21,80
639,175,89,22,21
168,83,6,53,23
275,218,89,21,21
571,549,17,53,22
147,278,17,80,20
777,496,17,53,22
514,256,17,53,79
93,481,6,53,80
153,981,1,79,25
143,463,6,80,23
371,331,17,53,25
22,488,6,21,53
213,119,1,23,53
650,120,89,23,80
320,27,1,53,23
168,430,6,68,53
944,862,6,21,53
253,704,17,80,21
215,502,6,25,79
804,604,1,79,53
111,560,6,80,23
759,590,1,53,25
177,625,17,25,80
118,969,17,80,68
466,190,17,53,21
828,466,17,53,20
236,93,1,21,80
872,528,17,53,20
995,167,6,23,22
877,435,17,21,80
221,276,17,53,53
393,79,6,80,80
685,455,6,80,20
924,208,17,20,53
680,114,17,21,22
847,397,6,80,20
252,564,17,22,53
223,294,1,20,25
387,472,6,21,53
853,606,6,80,80
823,548,6,53,22
687,218,6,20,53
183,88,6,20,80
324,414,6,80,80
86,96,17,53,79
308,931,17,22,25
421,530,6,80,20
666,547,6,20,53
660,368,17,23,21
563,71,17,22,53
378,742,89,20,68
251,307,17,25,25
874,776,1,53,25
973,30,17,80,53
107,840,6,25,25
249,533,17,23,80
846,922,6,68,20
471,488,6,23,25
654,458,6,53,23
318,1000,17,80,80
552,935,1,22,20
275,35,1,23,25
165,380,17,53,53
792,288,1,53,20
251,268,17,22,21
203,281,6,80,23
969,213,1,79,21
4,170,17,20,53
161,75,1,21,53
591,895,17,80,80
146,577,89,20,80
736,320,17,25,25
985,885,17,20,25
54,687,17,25,80
488,545,6,79,68
308,871,17,80,80
876,19,17,21,23
499,462,17,80,20
320,996,1,53,21
579,405,17,23,80
608,504,17,25,20
363,339,6,20,21
347,301,6,23,53
153,506,17,22,80
888,938,17,53,53
789,740,6,25,79
146,959,17,25,80
633,733,17,80,80
753,536,6,21,80
790,226,6,25,20
552,725,6,53,21
238,980,17,53,79
976,344,17,53,80
795,924,6,68,23
534,150,6,22,25
585,815,6,68,68
537,911,1,68,21
567,361,17,23,21
771,699,17,21,80
354,924,1,21,80
646,40,17,53,80
500,948,17,53,53
546,416,89,25,68
737,522,17,21,80
108,424,6,22,20
681,349,6,53,53
969,627,17,23,23
938,382,89,53,79
691,437,6,53,20
309,19,6,21,68
836,136,17,68,53
317,221,6,22,80
520,534,1,80,68
409,412,6,21,53
340,886,6,20,80
178,331,17,25,53
192,242,1,80,22
22,231,1,80,53
280,621,6,80,80
394,710,6,80,80
551,152,6,53,53
546,573,6,23,22
10,360,17,80,79
94,596,6,53,53
322,942,17,21,20
667,999,6,25,68
251,687,89,22,80
62,695,6,23,53
77,848,6,23,20
751,541,6,21,53
327,252,6,22,80
513,14,6,21,80
83,25,17,22,22
179,474,6,80,53
992,162,6,21,21
531,259,17,79,22
986,719,6,22,25
979,860,6,20,23
57,617,17,68,53
663,512,17,25,68
682,364,1,21,80
386,577,17,79,53
968,616,17,25,23
230,702,6,53,21
273,224,17,79,22
905,29,6,23,22
420,544,17,22,80
473,168,17,21,20
425,450,17,53,80
811,370,6,80,23
156,324,17,22,23
305,545,17,53,80
261,574,17,80,22
355,756,6,79,25
457,144,6,23,53
306,909,17,21,80
585,722,17,25,21
181,499,17,53,21
750,886,6,23,80
25,65,6,20,79
656,189,17,20,68
187,45,17,80,53
321,389,6,25,80
14,873,17,53,25
540,554,17,79,80
712,771,6,22,20
315,780,6,80,25
53,500,6,80,20
802,617,6,53,68
297,426,6,23,21
369,962,17,20,22
481,434,17,80,22
583,263,6,80,53
972,275,17,80,80
929,578,6,80,80
867,227,17,25,80
931,947,17,21,53
836,273,17,20,80
171,88,17,23,20
506,239,6,68,79
197,14,6,68,25
253,451,17,23,80
852,923,17,22,80
230,514,6,80,53
15,695,89,53,21
583,592,6,23,22
125,938,17,20,80
143,925,6,53,53
