srcIP,dstIP,protocol,sPort,dPort,activity
589,737,17,79,80,normal
167,86,1,25,53,normal
890,577,6,25,20,normal
649,966,17,23,21,normal
985,700,17,80,79,normal
411,179,17,80,79,normal
802,55,6,80,25,normal
710,571,17,53,25,normal
71,881,17,68,53,normal
475,408,6,53,53,normal
586,368,17,20,80,normal
490,121,1,80,53,normal
492,786,6,21,25,normal
515,154,6,53,53,normal
273,494,1,53,80,normal
234,482,6,23,22,normal
112,117,6,20,23,normal
96,403,17,21,53,normal
593,301,6,80,20,normal
879,166,6,68,22,normal
311,145,17,20,25,normal
436,497,6,22,25,normal
794,794,6,22,23,normal
59,925,6,22,79,normal
435,515,17,22,22,normal
912,11,17,68,21,normal
935,804,17,22,53,normal
146,710,17,80,20,normal
908,1000,17,80,25,normal
9,428,17,23,22,normal
951,342,17,53,21,normal
269,770,17,53,21,normal
345,118,17,23,79,normal
267,447,6,22,20,normal
945,425,6,53,53,normal
779,565,6,53,79,normal
659,907,17,80,53,normal
571,670,6,53,20,normal
177,104,17,25,53,normal
373,876,6,25,20,normal
574,422,6,53,23,normal
819,862,6,21,22,normal
781,711,1,21,23,normal
908,508,6,21,79,normal
396,794,6,80,53,normal
951,214,6,53,80,normal
68,601,17,80,53,normal
533,134,6,79,53,normal
672,917,17,20,25,normal
958,157,6,80,22,normal
371,815,6,80,80,normal
917,252,1,80,53,normal
456,915,17,23,53,normal
714,691,6,79,25,normal
656,336,6,23,80,normal
51,204,6,22,23,normal
174,970,6,20,21,normal
421,446,17,20,80,normal
261,76,6,21,68,normal
253,461,1,25,23,normal
715,404,1,53,53,normal
818,932,17,22,25,normal
512,648,17,21,23,normal
440,926,6,53,79,normal
410,60,6,20,80,normal
489,6,6,22,80,normal
529,452,1,79,53,normal
164,598,17,22,20,normal
633,777,6,53,20,normal
122,870,17,80,20,normal
795,609,6,53,20,normal
50,43,6,80,25,normal
989,311,17,68,22,normal
895,171,89,53,79,normal
421,198,17,22,23,normal
925,575,6,20,22,normal
871,425,6,80,68,normal
607,329,17,23,80,normal
428,451,1,80,20,normal
886,977,17,53,80,normal
209,518,6,22,80,normal
62,680,6,80,25,normal
664,800,6,25,53,normal
298,588,6,21,25,normal
278,205,1,79,79,normal
663,536,1,20,20,normal
76,242,6,79,80,normal
768,441,6,21,23,normal
699,732,89,23,20,normal
72,701,6,53,80,normal
162,982,17,80,23,normal
207,254,17,22,22,normal
264,990,6,20,53,normal
523,337,6,20,22,normal
289,402,89,80,80,normal
927,740,6,53,68,normal
93,828,6,53,68,normal
301,58,6,23,53,normal
345,811,17,80,53,normal
559,996,17,20,21,normal
354,279,1,23,22,normal
430,597,6,25,80,normal
468,335,6,79,25,normal
909,864,17,20,20,normal
361,359,6,68,20,normal
450,901,17,80,20,normal
164,231,6,21,23,normal
771,946,89,21,53,normal
767,921,1,53,53,normal
245,242,6,20,20,normal
460,723,17,23,80,normal
490,660,6,79,25,normal
657,714,6,25,68,normal
121,891,6,80,20,normal
346,906,17,80,20,normal
217,49,6,20,25,normal
45,574,6,79,53,normal
61,259,17,80,80,normal
512,321,6,25,80,normal
672,903,6,25,21,normal
38,61,6,53,53,normal
552,948,6,20,80,normal
663,849,17,53,21,normal
396,922,17,79,53,normal
787,895,6,68,53,normal
328,994,1,22,20,normal
779,955,6,80,25,normal
539,938,1,20,80,normal
100,744,6,25,21,normal
194,844,6,23,25,normal
911,168,1,53,20,normal
972,854,1,25,20,normal
384,214,6,22,22,normal
534,637,6,21,25,normal
724,172,6,23,22,normal
70,536,6,80,21,normal
618,759,6,68,80,normal
931,956,6,53,53,normal
736,160,1,21,25,normal
113,37,6,22,21,normal
937,213,6,20,53,normal
113,875,17,80,21,normal
15,267,6,80,23,normal
452,327,17,23,25,normal
78,796,17,21,53,normal
531,810,17,80,23,normal
541,538,17,79,20,normal
801,617,17,53,22,normal
608,315,6,80,53,normal
225,1,17,53,21,normal
570,968,6,53,23,normal
555,151,17,23,22,normal
215,797,17,23,25,normal
926,100,6,79,22,normal
149,592,17,79,79,normal
303,272,1,20,68,normal
874,161,6,23,79,normal
341,830,17,53,53,normal
598,325,6,80,22,normal
972,17,89,22,21,normal
604,162,1,80,53,normal
682,898,1,23,80,normal
166,663,17,21,68,normal
324,355,17,22,20,normal
705,130,6,25,80,normal
258,596,17,80,53,normal
802,512,1,80,20,normal
506,914,1,80,22,normal
57,743,17,21,79,normal
735,152,17,20,23,normal
43,177,17,23,23,normal
953,954,17,25,22,normal
260,482,89,68,80,normal
782,174,6,53,21,normal
581,382,17,53,79,normal
474,424,6,80,80,normal
232,600,17,22,20,normal
75,390,6,22,80,normal
444,707,17,25,53,normal
704,459,6,22,22,normal
126,133,89,25,53,normal
305,516,17,53,25,normal
940,541,6,68,53,normal
659,646,17,22,53,normal
701,238,89,80,20,normal
966,184,6,22,68,normal
63,724,17,22,53,normal
944,921,6,23,22,normal
800,270,1,25,53,normal
201,767,6,22,79,normal
662,824,6,53,53,normal
383,811,17,23,20,normal
750,23,6,53,80,normal
97,201,6,21,21,normal
267,225,17,53,68,normal
530,933,17,25,53,normal
314,225,89,23,25,normal
405,426,6,25,80,normal
172,56,17,23,22,normal
6,646,17,68,22,normal
958,38,6,53,25,normal
444,320,6,68,79,normal
677,620,6,80,22,normal
648,742,6,21,80,normal
204,692,6,21,53,normal
264,998,6,53,21,normal
123,601,1,20,23,normal
871,859,6,21,80,normal
49,754,17,53,25,normal
936,1,6,80,79,normal
357,217,17,25,21,normal
698,484,1,20,53,normal
837,515,6,53,80,normal
258,876,17,68,20,normal
941,801,6,23,22,normal
336,800,6,21,53,normal
578,995,6,25,80,normal
998,445,89,21,21,normal
910,523,17,23,80,normal
180,772,17,53,53,normal
870,480,1,23,80,normal
162,169,17,23,22,normal
746,406,17,20,80,normal
920,78,17,53,25,normal
786,289,6,20,80,normal
136,887,17,53,53,normal
363,530,6,53,25,normal
580,159,6,20,25,normal
924,712,17,79,80,normal
343,812,17,23,53,normal
145,556,89,23,80,normal
910,103,1,79,53,normal
654,502,6,25,21,normal
786,492,17,25,53,normal
741,935,1,80,22,normal
596,293,89,79,25,normal
439,748,17,80,53,normal
333,662,6,21,53,normal
984,944,6,80,25,normal
178,548,17,25,21,normal
893,613,6,80,23,normal
698,180,6,53,25,normal
69,315,17,23,68,normal
261,106,17,80,53,normal
297,790,17,22,21,normal
159,501,17,23,25,normal
653,40,1,80,23,normal
729,132,17,20,80,normal
496,477,6,22,53,normal
887,499,6,68,27,anomaly
35,872,6,80,21,normal
894,968,1,23,53,normal
600,526,17,80,80,normal
69,7,17,20,23,normal
505,751,6,22,21,normal
419,350,89,20,22,normal
7,875,17,79,53,normal
382,201,1,25,80,normal
310,32,17,53,21,normal
182,313,6,53,25,normal
496,242,1,21,53,normal
63,305,6,22,25,normal
235,353,89,53,79,normal
368,250,17,21,20,normal
942,920,17,25,53,normal
271,965,6,20,79,normal
678,124,6,25,25,normal
629,651,6,23,23,normal
550,321,6,22,25,normal
506,555,6,80,20,normal
265,850,6,79,22,normal
425,946,17,20,21,normal
490,75,17,68,80,normal
826,252,6,25,22,normal
182,797,17,53,22,normal
807,512,17,25,25,normal
592,292,6,20,53,normal
514,974,17,53,53,normal
644,223,17,22,68,normal
835,57,89,80,23,normal
911,487,6,25,80,normal
725,462,6,80,23,normal
758,825,17,25,21,normal
116,747,1,22,20,normal
352,432,6,53,80,normal
708,980,1,79,25,normal
757,751,1,20,20,normal
663,413,17,25,25,normal
645,967,17,22,53,normal
231,84,17,53,20,normal
636,160,6,25,20,normal
669,106,6,25,25,normal
625,622,89,21,80,normal
610,587,17,53,25,normal
750,201,1,53,22,normal
927,503,17,53,68,normal
427,502,17,68,25,normal
418,896,17,25,80,normal
493,653,17,80,80,normal
722,616,6,53,79,normal
358,217,6,79,80,normal
569,567,6,53,20,normal
410,10,17,80,79,normal
108,375,6,21,53,normal
334,406,1,80,79,normal
337,543,6,53,80,normal
80,945,6,79,80,normal
956,97,17,22,25,normal
133,794,17,20,80,normal
282,31,17,25,80,normal
832,62,6,20,80,normal
499,648,1,21,23,normal
878,206,1,80,23,normal
779,295,6,68,53,normal
624,89,17,80,22,normal
719,743,17,20,21,normal
398,981,6,21,80,normal
561,609,6,20,53,normal
231,283,1,20,20,normal
651,466,17,23,23,normal
650,971,17,23,20,normal
679,576,6,68,53,normal
568,236,6,21,22,normal
798,189,17,22,25,normal
49,345,6,79,22,normal
927,725,89,23,23,normal
597,627,6,80,20,normal
485,453,6,21,80,normal
290,457,6,23,20,normal
540,953,17,80,25,normal
947,385,1,53,53,normal
27,550,6,53,68,normal
833,211,17,53,80,normal
421,673,1,20,20,normal
306,500,1,80,53,normal
234,139,17,25,53,normal
243,174,17,53,53,normal
782,372,17,79,53,normal
488,956,6,23,53,normal
754,869,6,53,21,normal
490,19,6,53,25,normal
778,566,6,68,53,normal
532,26,17,25,53,normal
225,748,6,20,25,normal
559,914,17,53,25,normal
129,294,6,22,23,normal
204,376,6,20,23,normal
297,457,6,53,20,normal
702,133,6,21,20,normal
863,923,6,80,53,normal
929,713,17,53,21,normal
912,656,17,25,80,normal
434,975,6,53,23,normal
402,839,1,20,80,normal
675,447,6,80,22,normal
327,962,6,25,23,normal
476,743,1,22,23,normal
502,22,6,53,21,normal
564,961,6,80,25,normal
1709,791,6,53,80,anomaly
131,678,6,80,79,normal
342,254,6,80,53,normal
17,615,1,53,80,normal
927,996,17,53,25,normal
754,1,89,23,22,normal
139,477,6,21,22,normal
524,172,17,53,53,normal
914,50,17,25,25,normal
538,468,17,80,79,normal
609,213,1,22,25,normal
335,223,89,22,80,normal
142,129,89,21,53,normal
278,464,6,23,22,normal
849,797,6,53,53,normal
32,514,17,23,68,normal
604,182,6,80,22,normal
195,699,89,53,25,normal
18,255,17,80,53,normal
879,342,17,80,53,normal
142,9,1,80,80,normal
38,726,6,68,22,normal
303,871,89,20,80,normal
866,236,6,21,20,normal
799,495,1,53,20,normal
96,83,89,53,20,normal
65,26,17,68,25,normal
353,294,1,23,20,normal
769,45,17,53,68,normal
266,861,17,79,80,normal
520,328,17,53,25,normal
139,857,6,21,22,normal
31,701,17,80,25,normal
601,552,6,80,80,normal
202,411,1,20,21,normal
56,44,6,25,68,normal
750,797,6,79,79,normal
28,380,17,80,22,normal
391,271,17,22,21,normal
923,990,6,53,22,normal
24,341,6,53,80,normal
423,53,1,53,23,normal
11,734,17,53,53,normal
412,803,17,25,23,normal
132,3,6,23,20,normal
958,797,89,21,22,normal
1709,791,6,25,80,anomaly
196,117,17,53,80,normal
442,490,1,53,53,normal
641,345,6,21,23,normal
272,649,6,20,21,normal
722,668,17,22,80,normal
70,865,6,80,80,normal
130,102,6,22,22,normal
671,121,17,23,22,normal
151,838,6,80,80,normal
280,303,6,53,80,normal
33,375,17,80,53,normal
768,768,6,80,21,normal
305,564,6,23,25,normal
994,345,6,23,23,normal
753,786,6,25,23,normal
604,350,17,80,80,normal
480,152,6,22,80,normal
34,37,6,80,22,normal
643,448,6,22,20,normal
706,367,17,80,68,normal
216,294,6,53,68,normal
948,730,17,20,53,normal
920,393,6,53,20,normal
726,118,6,53,68,normal
362,39,17,80,20,normal
854,69,6,23,23,normal
395,499,6,68,12,anomaly
368,39,17,25,25,normal
271,944,89,20,79,normal
568,222,6,80,20,normal
697,376,1,23,23,normal
691,326,6,53,21,normal
145,152,6,53,23,normal
962,51,17,80,53,normal
554,997,6,80,20,normal
363,856,6,25,22,normal
605,334,89,80,21,normal
194,648,1,79,80,normal
715,951,6,68,20,normal
800,875,17,23,80,normal
464,804,6,80,68,normal
290,29,17,23,21,normal
760,96,1,20,25,normal
706,829,6,23,23,normal
331,626,17,68,25,normal
657,569,6,80,80,normal
263,866,17,53,80,normal
946,693,6,53,22,normal
245,593,17,21,80,normal
809,543,1,20,22,normal
447,865,17,25,22,normal
73,589,89,79,20,normal
349,32,6,25,53,normal
806,980,6,53,80,normal
385,852,1,80,53,normal
606,852,6,25,22,normal
161,231,6,21,80,normal
233,442,6,80,53,normal
19,81,6,21,20,normal
581,884,6,21,53,normal
673,720,6,79,25,normal
733,398,17,80,53,normal
682,692,17,53,53,normal
907,674,17,80,21,normal
385,597,6,80,25,normal
64,788,6,68,53,normal
183,142,6,21,22,normal
498,354,6,53,25,normal
922,767,6,53,23,normal
616,400,17,20,79,normal
594,607,6,68,22,normal
999,545,1,25,23,normal
982,742,17,21,22,normal
544,663,1,23,21,normal
980,874,17,53,53,normal
54,77,6,80,22,normal
562,960,1,23,22,normal
474,967,6,21,80,normal
228,500,6,20,80,normal
207,431,6,22,53,normal
825,132,6,53,80,normal
614,798,17,53,53,normal
448,652,6,53,79,normal
195,350,6,53,22,normal
329,53,6,22,23,normal
90,245,1,25,23,normal
84,945,6,20,22,normal
373,747,17,53,53,normal
705,240,17,25,80,normal
102,85,6,22,80,normal
867,489,17,25,21,normal
182,856,17,53,20,normal
159,888,6,22,68,normal
749,567,6,53,53,normal
306,309,6,79,23,normal
633,434,17,21,80,normal
327,694,17,80,23,normal
319,242,6,80,23,normal
981,635,89,53,80,normal
863,570,17,25,23,normal
293,346,6,80,20,normal
749,403,17,23,80,normal
205,933,1,20,20,normal
941,554,6,25,20,normal
481,930,6,80,80,normal
882,416,1,25,79,normal
857,914,6,80,80,normal
709,911,1,20,23,normal
952,582,6,80,22,normal
757,910,17,23,21,normal
537,214,89,80,25,normal
583,246,17,53,53,normal
411,140,6,53,79,normal
640,155,6,68,80,normal
501,278,6,20,80,normal
945,172,17,53,68,normal
79,133,17,22,21,normal
395,116,17,53,80,normal
363,503,6,53,23,normal
131,51,17,20,23,normal
532,152,6,21,21,normal
865,551,17,53,20,normal
297,954,6,25,53,normal
74,966,17,25,25,normal
828,444,6,22,53,normal
384,433,17,53,23,normal
464,929,6,80,20,normal
854,237,17,20,80,normal
569,147,6,20,23,normal
461,208,6,53,80,normal
686,22,6,22,68,normal
545,548,17,21,80,normal
793,109,17,20,68,normal
738,200,17,22,20,normal
820,519,6,53,22,normal
242,61,17,21,20,normal
341,502,6,53,20,normal
351,385,1,80,53,normal
812,823,6,23,80,normal
623,987,6,80,23,normal
694,996,6,79,20,normal
963,352,17,80,80,normal
100,905,6,25,25,normal
998,640,1,20,80,normal
861,813,6,68,22,normal
775,122,6,68,23,normal
608,273,6,23,68,normal
181,315,17,23,23,normal
369,886,6,80,25,normal
273,131,6,20,23,normal
128,278,6,53,20,normal
779,547,17,22,80,normal
34,969,17,53,20,normal
360,452,17,23,20,normal
570,984,17,25,20,normal
178,682,17,23,80,normal
979,41,6,80,79,normal
232,914,6,23,80,normal
556,852,17,79,20,normal
791,400,17,53,23,normal
157,539,6,53,53,normal
503,305,17,21,25,normal
825,370,6,25,79,normal
600,239,6,25,53,normal
820,776,17,25,53,normal
819,946,6,53,22,normal
525,855,6,21,22,normal
522,608,17,25,20,normal
862,177,17,23,80,normal
612,348,17,23,20,normal
583,837,6,68,79,normal
630,819,6,80,53,normal
648,101,6,80,79,normal
915,108,17,68,21,normal
265,648,17,79,53,normal
822,84,17,25,53,normal
788,210,6,21,22,normal
197,661,17,53,20,anomaly
101,655,6,21,80,normal
246,291,17,23,53,normal
198,73,6,20,25,normal
892,731,6,25,80,normal
76,238,6,80,22,normal
999,170,17,22,80,normal
232,506,17,53,25,normal
18,969,17,79,80,normal
693,700,6,53,53,normal
504,40,1,68,21,normal
31,936,89,25,25,normal
355,397,17,21,80,normal
46,10,17,25,20,normal
487,41,17,20,22,normal
958,561,6,53,79,normal
727,382,6,80,25,normal
474,127,17,21,80,normal
733,345,6,53,25,normal
804,314,6,80,21,normal
860,675,17,53,53,normal
557,756,6,68,80,normal
996,183,6,21,25,normal
201,139,17,53,80,normal
57,865,6,20,80,normal
547,304,6,20,25,normal
57,784,6,25,21,normal
525,961,6,79,53,normal
654,361,17,80,21,normal
204,715,17,20,20,normal
815,993,6,53,23,normal
800,77,17,80,53,normal
867,428,17,22,68,normal
903,37,6,25,68,normal
465,270,17,79,68,normal
47,111,6,20,53,normal
292,168,17,80,21,normal
24,972,17,53,25,normal
18,623,17,53,79,normal
121,498,17,53,20,normal
362,241,1,23,22,normal
797,931,6,20,53,normal
278,257,1,79,25,normal
988,36,6,53,80,normal
920,962,6,21,80,normal
871,786,6,80,79,normal
743,556,17,25,53,normal
410,805,1,53,79,normal
771,469,17,80,68,normal
189,620,17,21,25,normal
631,912,6,68,25,normal
725,48,1,68,23,normal
306,327,6,80,80,normal
293,515,17,79,53,normal
89,775,6,21,53,normal
602,376,6,20,22,normal
9,926,17,22,80,normal
290,689,1,53,23,normal
718,148,17,22,53,normal
196,51,17,80,80,normal
787,620,6,22,21,normal
578,588,17,53,53,normal
846,299,17,80,80,normal
434,482,17,22,22,normal
192,249,6,21,80,normal
690,74,89,22,80,normal
508,703,17,80,22,normal
969,510,6,80,22,normal
554,253,17,80,23,normal
542,512,17,22,80,normal
250,574,17,53,21,normal
559,400,6,79,80,normal
490,336,6,53,53,normal
459,34,17,80,23,normal
378,335,6,53,53,normal
157,575,17,21,20,normal
549,951,6,22,79,normal
487,689,1,53,25,normal
561,361,6,80,23,normal
628,841,6,80,80,normal
91,496,17,79,23,normal
381,37,6,80,22,normal
306,565,1,53,53,normal
115,264,6,22,79,normal
839,846,6,53,21,normal
249,80,17,22,53,normal
35,873,17,80,80,normal
825,602,6,25,23,normal
598,8,6,20,23,normal
18,808,1,53,25,normal
562,34,1,53,25,normal
191,820,17,53,21,normal
164,107,1,53,80,normal
590,539,6,53,25,normal
465,491,6,80,25,normal
451,201,6,53,53,normal
141,526,17,80,22,normal
577,646,6,23,23,normal
905,783,17,23,21,normal
364,443,17,80,21,normal
400,70,17,80,53,normal
237,83,6,23,80,normal
867,879,6,53,80,normal
568,737,6,68,21,normal
965,59,1,53,80,normal
919,473,6,68,53,normal
998,405,1,23,53,normal
552,585,17,53,23,normal
458,976,6,79,20,normal
803,327,1,80,68,normal
230,879,6,22,79,normal
192,421,6,23,80,normal
289,991,89,22,22,normal
666,643,6,80,68,normal
264,756,6,20,22,normal
173,273,6,80,22,normal
367,921,17,22,80,normal
469,448,17,53,68,normal
379,598,6,80,80,normal
132,120,6,53,80,normal
831,406,6,21,25,normal
200,830,6,23,53,normal
573,897,17,79,80,normal
626,625,17,68,53,normal
420,987,17,53,23,normal
473,570,17,80,25,normal
94,635,17,22,20,normal
863,657,17,21,80,normal
712,949,6,25,25,normal
713,329,6,80,53,normal
576,228,6,80,53,normal
200,668,6,20,23,normal
959,204,89,53,80,normal
448,527,6,23,21,normal
290,932,17,25,23,normal
522,390,17,68,53,normal
98,638,89,80,53,normal
400,90,1,53,23,normal
653,961,17,53,21,normal
885,727,6,80,79,normal
696,35,6,25,80,normal
667,699,1,20,53,normal
219,660,17,53,22,normal
755,633,17,25,22,normal
410,691,17,21,80,normal
456,689,1,21,53,normal
675,252,17,21,20,normal
284,620,17,53,22,normal
586,501,17,21,80,normal
480,3,17,21,25,normal
864,284,17,22,22,normal
923,715,17,53,25,normal
582,587,17,23,80,normal
640,776,17,20,80,normal
328,738,17,20,53,normal
159,703,17,79,79,normal
476,411,6,80,80,normal
654,428,6,22,20,normal
526,90,6,21,23,normal
212,192,1,68,22,normal
691,305,17,20,25,normal
80,893,6,25,80,normal
985,143,17,79,79,normal
975,671,6,20,68,normal
466,91,6,25,68,normal
812,149,6,53,20,normal
489,238,17,20,22,normal
230,62,17,23,79,normal
481,645,17,53,21,normal
769,283,6,53,80,normal
558,908,6,53,22,normal
874,951,6,23,80,normal
155,143,17,23,53,normal
440,342,6,20,22,normal
637,634,89,80,80,normal
302,373,6,80,22,normal
143,856,17,53,22,normal
904,971,1,25,53,normal
127,134,17,23,21,normal
441,688,6,23,79,normal
758,280,6,68,20,normal
371,670,6,20,25,normal
141,865,6,23,22,normal
495,553,6,53,25,normal
782,336,6,22,53,normal
289,733,17,25,21,normal
285,689,17,23,25,normal
577,443,6,80,23,normal
885,491,6,21,53,normal
726,959,17,68,80,normal
956,613,6,23,80,normal
992,704,17,23,23,normal
300,863,17,25,80,normal
451,510,17,80,53,normal
522,893,6,53,21,normal
275,87,6,80,20,normal
521,824,89,53,79,normal
703,837,6,53,80,normal
861,105,6,23,53,normal
100,866,17,80,20,normal
562,287,17,53,53,normal
799,749,1,80,80,normal
815,346,17,53,53,normal
391,573,17,21,25,normal
792,586,6,25,80,normal
599,824,1,20,22,normal
888,416,17,23,22,normal
624,379,6,53,21,normal
675,300,6,21,80,normal
707,643,6,25,21,normal
282,135,6,53,22,normal
855,59,1,80,23,normal
676,281,17,53,21,normal
196,332,6,25,21,normal
290,285,1,23,20,normal
944,374,6,22,79,normal
663,847,17,21,53,normal
613,382,1,80,53,normal
329,806,1,80,80,normal
168,828,6,80,53,normal
605,832,17,25,68,normal
371,544,1,80,25,normal
566,636,6,80,20,normal
688,341,17,80,20,normal
559,933,6,20,20,normal
297,615,17,79,23,normal
490,380,6,25,53,normal
521,772,17,80,22,normal
765,74,6,79,79,normal
487,84,6,53,53,normal
952,334,6,53,53,normal
789,454,17,21,23,normal
497,643,1,53,21,normal
910,808,6,23,80,normal
142,620,6,20,80,normal
184,635,6,20,80,normal
637,841,6,80,80,normal
810,902,6,80,53,normal
591,480,17,22,79,normal
532,74,6,80,80,normal
891,812,17,23,25,normal
302,400,6,79,21,normal
432,119,17,53,22,normal
118,329,6,20,53,normal
446,971,1,21,21,normal
694,765,1,53,21,normal
893,327,6,25,22,normal
721,739,17,22,23,normal
112,916,17,23,20,normal
376,470,1,20,25,normal
757,184,17,23,79,normal
139,343,6,53,22,normal
762,818,6,20,23,normal
219,466,17,20,80,normal
180,69,17,25,80,normal
231,916,6,53,23,normal
455,301,6,20,68,normal
828,837,89,53,68,normal
670,79,17,21,53,normal
417,955,17,20,21,normal
284,309,6,22,79,normal
734,314,6,80,53,normal
81,550,6,25,53,normal
418,422,6,80,53,normal
170,878,6,80,53,normal
371,723,6,80,80,normal
118,389,6,79,80,normal
173,197,89,21,22,normal
438,900,1,25,23,normal
158,113,17,25,23,normal
139,658,1,80,20,normal
547,84,1,20,80,normal
29,323,89,25,23,normal
761,725,17,20,22,normal
517,260,6,80,80,normal
368,831,17,79,53,normal
434,520,6,53,53,normal
884,213,6,23,21,normal
947,342,6,80,23,normal
726,777,6,80,80,normal
498,578,1,79,53,normal
564,499,6,80,28,anomaly
787,512,6,53,80,normal
129,545,6,80,20,normal
865,509,17,53,25,normal
876,40,17,80,22,normal
844,927,17,22,25,normal
828,744,17,23,53,normal
187,907,17,20,68,normal
978,140,6,80,25,normal
414,499,6,80,21,anomaly
465,338,17,80,25,normal
401,201,6,80,20,normal
397,387,6,21,21,normal
863,208,17,20,80,normal
388,731,1,53,80,normal
687,792,17,80,80,normal
100,833,6,25,23,normal
457,184,6,79,20,normal
70,702,17,53,21,normal
373,61,6,25,53,normal
436,980,6,22,23,normal
49,584,17,79,20,normal
752,942,1,20,68,normal
870,678,6,22,68,normal
391,290,17,53,20,normal
443,318,1,20,79,normal
344,694,89,79,20,normal
560,851,17,23,23,normal
509,377,1,21,80,normal
758,696,1,80,80,normal
386,826,6,80,25,normal
789,701,17,80,79,normal
818,577,17,80,21,normal
344,448,6,80,68,normal
420,41,6,25,68,normal
907,35,1,53,21,normal
299,207,1,25,21,normal
675,291,6,80,79,normal
805,480,6,25,21,normal
494,675,17,53,79,normal
740,596,17,21,22,normal
872,311,17,25,68,normal
287,875,6,80,23,normal
561,728,6,25,22,normal
179,315,17,21,23,normal
866,566,6,80,80,normal
935,727,6,53,21,normal
252,457,17,68,25,normal
790,396,6,25,53,normal
987,317,6,53,22,normal
470,633,6,23,20,normal
96,263,17,23,80,normal
574,525,17,25,68,normal
781,311,17,80,21,normal
878,488,6,53,20,normal
860,421,6,80,25,normal
29,485,17,80,80,normal
867,662,6,68,53,normal
845,963,6,20,23,normal
385,149,6,22,20,normal
986,197,6,23,80,normal
34,207,6,53,80,normal
18,70,17,21,80,normal
422,933,1,53,68,normal
5,470,6,79,53,normal
530,281,89,20,53,normal
605,828,1,53,53,normal
923,942,6,53,22,normal
47,729,6,79,53,normal
393,712,1,68,20,normal
14,10,6,53,25,normal
794,942,6,80,23,normal
259,682,17,20,79,normal
769,723,1,25,80,normal
111,500,6,23,53,normal
165,421,89,22,53,normal
228,208,17,23,20,normal
434,905,6,80,21,normal
411,392,89,22,68,normal
529,719,1,25,20,normal
538,325,89,79,80,normal
560,521,17,25,53,normal
401,647,6,22,80,normal
450,491,6,21,23,normal
587,16,17,68,53,normal
629,290,17,22,53,normal
258,532,6,23,20,normal
535,520,6,53,20,normal
322,502,6,80,80,normal
769,327,6,53,25,normal
41,903,6,80,23,normal
351,987,17,23,80,normal
761,871,6,22,80,normal
697,406,17,25,22,normal
906,762,89,80,68,normal
396,443,6,22,23,normal
586,749,6,79,80,normal
120,632,89,25,80,normal
155,102,6,21,79,normal
592,350,17,23,22,normal
616,591,17,53,53,normal
407,225,17,80,20,normal
890,476,1,53,25,normal
845,751,6,80,22,normal
105,353,6,80,21,normal
491,135,6,68,20,normal
301,70,6,80,22,normal
35,534,17,20,53,normal
523,201,6,21,25,normal
619,397,6,20,22,normal
610,465,6,22,68,normal
61,408,6,20,23,normal
545,882,17,68,25,normal
709,280,17,53,80,normal
270,962,6,23,80,normal
455,350,6,68,25,normal
153,608,6,53,21,normal
447,143,17,79,80,normal
59,244,17,20,68,normal
926,326,6,22,80,normal
647,386,6,80,80,normal
834,982,17,22,80,normal
96,359,17,80,25,normal
773,830,17,21,80,normal
497,523,6,53,68,normal
259,864,6,21,80,normal
374,33,6,53,21,normal
761,530,89,20,53,normal
252,619,1,22,80,normal
774,688,6,79,79,normal
669,768,17,53,68,normal
525,456,17,68,53,normal
241,370,17,53,80,normal
628,830,17,22,68,normal
287,908,17,23,79,normal
89,799,6,25,53,normal
554,921,17,21,79,normal
214,866,6,80,53,normal
4,403,17,25,53,normal
615,749,17,68,68,normal
951,122,6,22,21,normal
325,869,89,53,53,normal
634,667,6,20,80,normal
94,68,6,53,23,normal
615,37,6,53,21,normal
56,361,6,22,53,normal
287,524,89,23,80,normal
956,635,17,80,80,normal
276,941,89,80,25,normal
903,208,1,20,20,normal
366,88,17,80,21,normal
313,126,17,79,25,normal
947,59,17,20,23,normal
173,131,17,53,22,normal
703,479,6,21,25,normal
698,941,6,79,80,normal
157,723,6,68,25,normal
963,607,17,25,20,normal
365,953,6,21,20,normal
514,60,1,25,68,normal
983,382,17,20,20,normal
138,658,6,53,68,normal
851,635,6,23,23,normal
390,931,17,25,80,normal
130,589,6,53,22,normal
935,35,17,22,80,normal
252,444,6,25,79,normal
733,160,17,23,79,normal
94,469,17,22,21,normal
330,261,6,21,22,normal
888,282,17,80,22,normal
941,364,17,80,22,normal
277,957,6,20,80,normal
626,567,17,22,80,normal
983,404,6,20,20,normal
753,354,17,22,68,normal
631,465,6,53,23,normal
968,826,1,80,80,normal
974,161,17,22,20,normal
791,823,6,80,23,normal
369,555,17,23,53,normal
891,438,6,23,53,normal
727,987,6,79,22,normal
322,815,17,53,20,normal
336,334,6,25,53,normal
105,641,17,53,53,normal
412,28,6,23,25,normal
756,664,6,20,68,normal
225,903,6,79,80,normal
945,963,6,25,80,normal
306,995,1,23,53,normal
933,990,6,53,80,normal
165,581,6,80,20,normal
840,451,17,80,53,normal
956,589,6,80,80,normal
360,725,17,25,53,normal
1709,791,6,53,80,anomaly
229,110,1,23,20,normal
786,508,17,25,21,normal
471,755,89,80,53,normal
517,270,6,25,20,normal
425,736,6,23,21,normal
644,816,17,79,53,normal
689,562,17,80,53,normal
34,988,1,21,80,normal
576,65,1,68,23,normal
664,802,6,23,22,normal
43,662,17,21,53,normal
146,593,17,22,53,normal
